File name;Agent name;Amount of rounds;Average distance to Nash;Average social welfare;% of agreements;Average amount of rounds needed;Average distance to Pareto;Average difference between min and max utility
ConvertedLogCompetitive Tram.csv;group7;23251.0;0.326393925925926;2.1630745185185147;1.0;43.05740740740741;0.032426574074074115;0.3459562037037037
ConvertedLogCompetitive Tram.csv;group2;18959.0;0.24659762962963;2.196724555555552;1.0;35.10925925925926;0.038187814814814806;0.21916324074074112
ConvertedLogCompetitive Tram.csv;group5;18210.0;0.2406676296296298;2.167072444444447;1.0;33.72222222222222;0.02499977777777778;0.2172698333333337
ConvertedLogCompetitive Tram.csv;group8;15203.0;0.21328529166666643;2.0978223541666634;1.0;31.672916666666666;0.02545735416666663;0.2253158125
ConvertedLogCompetitive Tram.csv;group3;18817.0;0.23577046296296275;2.1342225555555507;1.0;34.846296296296295;0.0364045555555556;0.21252177777777756
ConvertedLogCompetitive Tram.csv;group6;20446.0;0.2649559444444451;2.13279942592593;1.0;37.86296296296296;0.040369444444444444;0.23924179629629622
ConvertedLogCompetitive Tram.csv;group10;19137.0;0.22643081481481497;2.121400296296297;1.0;35.43888888888889;0.0494536296296296;0.20530331481481484
ConvertedLogMixed Party.csv;group1;10350.0;0.159836944444445;2.5543051851851852;1.0;19.166666666666668;0.034596537037037;0.1375940925925926
ConvertedLogMixed Party.csv;group11;7817.0;0.3415668333333327;2.565518187500002;1.0;16.285416666666666;0.020405666666666666;0.17293847916666655
ConvertedLogMixed Party.csv;group12;55166.0;0.19600884848484781;2.537670761363637;1.0;20.89621212121212;0.03375317045454574;0.16929708333333593
ConvertedLogMixed Party.csv;group4;12568.0;0.18525720370370422;2.5433585555555545;1.0;23.274074074074075;0.028416574074074108;0.17571596296296327
ConvertedLogMixed Party.csv;group7;13551.0;0.2063634629629628;2.5589076111111098;1.0;25.094444444444445;0.016454425925925893;0.2194251296296296
ConvertedLogMixed Party.csv;group2;11818.0;0.19066653703703704;2.5312043333333323;1.0;21.885185185185186;0.03808416666666657;0.17100440740740727
ConvertedLogMixed Party.csv;group5;10983.0;0.16078788888888895;2.566215944444443;1.0;20.33888888888889;0.026120111111111115;0.15010581481481505
ConvertedLogMixed Party.csv;group8;8458.0;0.14791058333333376;2.540622062500004;1.0;17.620833333333334;0.03809916666666667;0.14623166666666673
ConvertedLogMixed Party.csv;group3;8273.0;0.1673154629629631;2.5744575370370355;1.0;15.32037037037037;0.019635648148148183;0.16462635185185173
ConvertedLogMixed Party.csv;group6;12098.0;0.20171670370370395;2.499993111111114;1.0;22.403703703703705;0.048918629629629624;0.18042990740740755
ConvertedLogMixed Party.csv;group10;14416.0;0.20949572222222232;2.445547166666669;1.0;26.696296296296296;0.06580061111111103;0.17274079629629635
ConvertedLogMixed Tram.csv;group1;13553.0;0.16930833333333348;2.3863581111111096;1.0;25.098148148148148;0.03431801851851853;0.14275587037037044
ConvertedLogMixed Tram.csv;group11;9427.0;0.3667729374999994;2.465781979166667;1.0;19.639583333333334;0.024408395833333298;0.1848443750000001
ConvertedLogMixed Tram.csv;group12;69284.0;0.21645464015151528;2.356022181818184;1.0;26.243939393939392;0.0358461174242426;0.18628240151515207
ConvertedLogMixed Tram.csv;group4;14846.0;0.21023403703703689;2.397557240740737;1.0;27.492592592592594;0.028359648148148155;0.2077487592592592
ConvertedLogMixed Tram.csv;group7;15698.0;0.23710685185185218;2.440737518518516;1.0;29.07037037037037;0.012418944444444434;0.260050388888889
ConvertedLogMixed Tram.csv;group2;14945.0;0.21998694444444422;2.304255888888891;1.0;27.675925925925927;0.05058418518518511;0.18490264814814805
ConvertedLogMixed Tram.csv;group5;15335.0;0.2021627962962964;2.3284128148148127;1.0;28.39814814814815;0.0274989259259259;0.19576979629629637
ConvertedLogMixed Tram.csv;group8;11907.0;0.18051974999999984;2.3083378749999985;1.0;24.80625;0.037855541666666624;0.1788263750000002
ConvertedLogMixed Tram.csv;group3;11275.0;0.18333898148148162;2.388463574074071;1.0;20.87962962962963;0.03247131481481488;0.17330955555555586
ConvertedLogMixed Tram.csv;group6;14694.0;0.20137190740740737;2.3103725185185198;1.0;27.211111111111112;0.04995587037037035;0.16841925925925905
ConvertedLogMixed Tram.csv;group10;16888.0;0.20645312962962978;2.236841574074076;1.0;31.274074074074075;0.05954274074074072;0.16520875925925949
