sep=;
Session;Time (s);Rounds;Agreement;Discounted;Approval;Min. utility;Max. utility;Distance to pareto;Distance to Nash;Social welfare;Agent name 1;Agent name 2;Agent name 3;Agent utility 1;Agent utility 2;Agent utility 3
1;0.214;27;Yes;No;3;0.72926;0.91209;0.00000;0.02371;2.41385;class negotiator.group6.Group6@916523566;class negotiator.group10.Group10@111373831;class negotiator.group12.Group12@1401721080;0.77250;0.91209;0.72926
2;0.698;32;Yes;No;3;0.65167;0.67852;0.18033;0.30782;1.98408;class negotiator.group6.Group6@603378364;class negotiator.group12.Group12@562382614;class negotiator.group10.Group10@889063051;0.65167;0.65389;0.67852
3;0.596;31;Yes;No;3;0.51926;0.80250;0.12474;0.25493;2.09119;class negotiator.group12.Group12@1590651455;class negotiator.group6.Group6@55082682;class negotiator.group10.Group10@209184517;0.80250;0.76943;0.51926
4;0.483;31;Yes;No;3;0.64177;0.71206;0.12554;0.30064;2.04884;class negotiator.group12.Group12@1821523168;class negotiator.group10.Group10@1960496591;class negotiator.group6.Group6@1224609016;0.69500;0.64177;0.71206
5;0.449;29;Yes;No;3;0.55083;0.90721;0.00000;0.23551;2.18889;class negotiator.group10.Group10@366187837;class negotiator.group12.Group12@1978327804;class negotiator.group6.Group6@266095327;0.55083;0.90721;0.73085
6;0.711;32;Yes;No;3;0.61250;0.78745;0.12965;0.22789;2.07003;class negotiator.group10.Group10@545627926;class negotiator.group6.Group6@613379592;class negotiator.group12.Group12@1149297144;0.61250;0.78745;0.67007
1;0.317;29;Yes;No;3;0.68035;0.71236;0.12713;0.26269;2.09188;class negotiator.group6.Group6@1764978971;class negotiator.group10.Group10@809949586;class negotiator.group12.Group12@2071337216;0.69917;0.68035;0.71236
2;0.677;32;Yes;No;3;0.65167;0.67852;0.18033;0.30782;1.98408;class negotiator.group6.Group6@915798535;class negotiator.group12.Group12@810679696;class negotiator.group10.Group10@1457394104;0.65167;0.65389;0.67852
3;0.557;30;Yes;No;3;0.59706;0.71160;0.16436;0.26106;2.01282;class negotiator.group12.Group12@1300241858;class negotiator.group6.Group6@371315534;class negotiator.group10.Group10@112701756;0.70417;0.71160;0.59706
4;0.483;31;Yes;No;3;0.64177;0.71206;0.12554;0.30064;2.04884;class negotiator.group12.Group12@318147832;class negotiator.group10.Group10@2023815041;class negotiator.group6.Group6@265909254;0.69500;0.64177;0.71206
5;0.855;33;Yes;No;3;0.64417;0.66972;0.19102;0.30958;1.97096;class negotiator.group10.Group10@1457551056;class negotiator.group12.Group12@714636863;class negotiator.group6.Group6@25718770;0.64417;0.65708;0.66972
6;0.882;32;Yes;No;3;0.61250;0.78745;0.12965;0.22789;2.07003;class negotiator.group10.Group10@445495800;class negotiator.group6.Group6@1319917158;class negotiator.group12.Group12@341600996;0.61250;0.78745;0.67007
1;0.726;32;Yes;No;3;0.62346;0.76750;0.10406;0.25914;2.07875;class negotiator.group6.Group6@1622007735;class negotiator.group10.Group10@926587127;class negotiator.group12.Group12@1745919092;0.76750;0.68779;0.62346
2;0.739;32;Yes;No;3;0.65167;0.67852;0.18033;0.30782;1.98408;class negotiator.group6.Group6@1672886143;class negotiator.group12.Group12@1341498877;class negotiator.group10.Group10@140815886;0.65167;0.65389;0.67852
3;0.625;31;Yes;No;3;0.62489;0.86583;0.00000;0.24060;2.21253;class negotiator.group12.Group12@673822021;class negotiator.group6.Group6@1245436316;class negotiator.group10.Group10@525055703;0.86583;0.72181;0.62489
4;0.544;31;Yes;No;3;0.64177;0.71206;0.12554;0.30064;2.04884;class negotiator.group12.Group12@1929296376;class negotiator.group10.Group10@828605379;class negotiator.group6.Group6@2086637705;0.69500;0.64177;0.71206
5;0.365;28;Yes;No;3;0.72500;0.76571;0.07893;0.17728;2.24451;class negotiator.group10.Group10@1742863032;class negotiator.group12.Group12@622033744;class negotiator.group6.Group6@570741812;0.72500;0.76571;0.75380
6;0.705;32;Yes;No;3;0.61250;0.78745;0.12965;0.22789;2.07003;class negotiator.group10.Group10@1080399865;class negotiator.group6.Group6@1306295670;class negotiator.group12.Group12@1186002409;0.61250;0.78745;0.67007
1;0.252;28;Yes;No;3;0.58246;0.81056;0.04831;0.35842;2.17135;class negotiator.group6.Group6@983107314;class negotiator.group10.Group10@345446380;class negotiator.group12.Group12@1269010819;0.77833;0.58246;0.81056
2;0.824;32;Yes;No;3;0.65167;0.67852;0.18033;0.30782;1.98408;class negotiator.group6.Group6@952640965;class negotiator.group12.Group12@1546110370;class negotiator.group10.Group10@924859890;0.65167;0.65389;0.67852
3;0.959;34;Yes;No;3;0.56672;0.91167;0.00000;0.39165;2.11596;class negotiator.group12.Group12@385354117;class negotiator.group6.Group6@1983448714;class negotiator.group10.Group10@433883817;0.91167;0.56672;0.63757
4;0.562;31;Yes;No;3;0.64177;0.71206;0.12554;0.30064;2.04884;class negotiator.group12.Group12@448244265;class negotiator.group10.Group10@268728179;class negotiator.group6.Group6@356394812;0.69500;0.64177;0.71206
5;1.167;36;Yes;No;3;0.63917;0.68626;0.18864;0.29819;1.99579;class negotiator.group10.Group10@1989787102;class negotiator.group12.Group12@1736472230;class negotiator.group6.Group6@586006880;0.63917;0.67037;0.68626
6;0.739;32;Yes;No;3;0.61250;0.78745;0.12965;0.22789;2.07003;class negotiator.group10.Group10@178785590;class negotiator.group6.Group6@519788977;class negotiator.group12.Group12@129860443;0.61250;0.78745;0.67007
1;0.675;33;Yes;No;3;0.63635;0.67488;0.18648;0.28918;1.98373;class negotiator.group6.Group6@2069744987;class negotiator.group10.Group10@1263882403;class negotiator.group12.Group12@1310794744;0.67250;0.67488;0.63635
2;0.676;32;Yes;No;3;0.65167;0.67852;0.18033;0.30782;1.98408;class negotiator.group6.Group6@1433328491;class negotiator.group12.Group12@1627879838;class negotiator.group10.Group10@834774486;0.65167;0.65389;0.67852
3;0.617;31;Yes;No;3;0.70219;0.81000;0.04831;0.19989;2.24303;class negotiator.group12.Group12@1323987237;class negotiator.group6.Group6@27942045;class negotiator.group10.Group10@1470515269;0.81000;0.73084;0.70219
4;0.125;25;Yes;No;3;0.75333;0.82603;0.00000;0.18646;2.35954;class negotiator.group12.Group12@2060637095;class negotiator.group10.Group10@658880496;class negotiator.group6.Group6@1378812340;0.75333;0.78018;0.82603
5;0.785;32;Yes;No;3;0.60627;0.74454;0.10060;0.33090;2.06581;class negotiator.group10.Group10@1005244185;class negotiator.group12.Group12@885166346;class negotiator.group6.Group6@1371554453;0.71500;0.60627;0.74454
6;0.731;32;Yes;No;3;0.61250;0.78745;0.12965;0.22789;2.07003;class negotiator.group10.Group10@1608682536;class negotiator.group6.Group6@308266822;class negotiator.group12.Group12@1309920790;0.61250;0.78745;0.67007
1;0.700;33;Yes;No;3;0.64750;0.78154;0.12061;0.26449;2.14087;class negotiator.group6.Group6@670354032;class negotiator.group10.Group10@941003662;class negotiator.group12.Group12@1378970726;0.64750;0.71184;0.78154
2;0.707;32;Yes;No;3;0.65167;0.67852;0.18033;0.30782;1.98408;class negotiator.group6.Group6@1236266188;class negotiator.group12.Group12@1021536991;class negotiator.group10.Group10@1987933619;0.65167;0.65389;0.67852
3;0.898;34;Yes;No;3;0.55826;0.59833;0.29297;0.44342;1.71588;class negotiator.group12.Group12@628996739;class negotiator.group6.Group6@1633681839;class negotiator.group10.Group10@1712241178;0.59833;0.55928;0.55826
4;0.506;31;Yes;No;3;0.64177;0.71206;0.12554;0.30064;2.04884;class negotiator.group12.Group12@1099936465;class negotiator.group10.Group10@1092933879;class negotiator.group6.Group6@1512071562;0.69500;0.64177;0.71206
5;0.663;31;Yes;No;3;0.62667;0.85161;0.07069;0.17763;2.17227;class negotiator.group10.Group10@835362609;class negotiator.group12.Group12@1838769024;class negotiator.group6.Group6@1901306038;0.62667;0.85161;0.69399
6;0.790;32;Yes;No;3;0.61250;0.78745;0.12965;0.22789;2.07003;class negotiator.group10.Group10@1057132782;class negotiator.group6.Group6@1098455443;class negotiator.group12.Group12@1971200889;0.61250;0.78745;0.67007
