File name;Agent name;Amount of rounds;Average distance to Nash;Average social welfare;% of agreements;Average amount of rounds needed;Average distance to Pareto;Average difference between min and max utility
ConvertedLogGroup6CollaborativeProfile123Large.csv;group1;330595.0;0.1695150629629641;2.168413774074085;0.8703703703703703;122.44259259259259;0.019127477777777666;0.16703176666666703
ConvertedLogGroup6CollaborativeProfile123Large.csv;group2;470407.0;0.12211509629629713;1.1995870962962916;0.47888888888888886;174.2248148148148;0.0;0.14365668148148036
ConvertedLogGroup6CollaborativeProfile123Large.csv;group3;309099.0;0.163269377777779;2.1542992518518647;0.8596296296296296;114.4811111111111;0.014598618518518494;0.1633844518518526
ConvertedLogGroup6CollaborativeProfile123Large.csv;group4;363631.0;0.183649588888891;2.1798013407407475;0.8748148148148148;134.67814814814815;0.017466792592592522;0.18788570370370442
ConvertedLogGroup6CollaborativeProfile123Large.csv;group5;347492.0;0.17587072592592717;2.1508854962963055;0.8651851851851852;128.70074074074074;0.020660888888888795;0.17620827407407427
ConvertedLogGroup6CollaborativeProfile123Large.csv;group6;445507.0;0.09917647407407403;1.2139835222222293;0.48962962962962964;165.0025925925926;0.011552222222222254;0.09757567777777834
ConvertedLogGroup6CollaborativeProfile123Large.csv;group7;439991.0;0.12882035185185198;1.2706737777777777;0.5114814814814815;162.95962962962963;0.006212096296296301;0.13562807037037067
ConvertedLogGroup6CollaborativeProfile123Large.csv;group8;280988.0;0.17693565555555704;2.2077438777777862;0.8862962962962962;104.06962962962963;0.018554048148148074;0.1793740407407411
ConvertedLogGroup6CollaborativeProfile123Large.csv;group10;396011.0;0.10025115185185156;1.3418139259259247;0.5485185185185185;146.67074074074074;0.030769266666666614;0.09487615555555583
ConvertedLogGroup6CollaborativeProfile123Large.csv;group11;310483.0;0.26672123703703776;2.1855004481481473;0.8781481481481481;114.9937037037037;0.01825235555555549;0.1966073444444441
ConvertedLogGroup6CollaborativeProfile123Large.csv;group12;256562.0;0.17837417777777945;2.2104848333333416;0.8870370370370371;95.02296296296296;0.018967966666666575;0.1877478222222225
ConvertedLogGroup6CollaborativeProfile123Small.csv;group1;96312.0;0.1685689925925935;2.1027605148148183;0.85;35.67111111111111;0.026468759259259147;0.15472592592592635
ConvertedLogGroup6CollaborativeProfile123Small.csv;group2;123966.0;0.11816510740740808;1.1524889518518477;0.4603703703703704;45.913333333333334;0.0;0.13823301481481387
ConvertedLogGroup6CollaborativeProfile123Small.csv;group3;91303.0;0.16012400000000093;2.049196644444456;0.822962962962963;33.815925925925924;0.021515385185185098;0.14789276296296347
ConvertedLogGroup6CollaborativeProfile123Small.csv;group4;104898.0;0.17956211481481615;2.1116081370370448;0.8540740740740741;38.85111111111111;0.026307314814814717;0.1722266777777782
ConvertedLogGroup6CollaborativeProfile123Small.csv;group5;97916.0;0.1762931629629642;2.119927844444455;0.857037037037037;36.26518518518518;0.026071092592592517;0.16618471481481495
ConvertedLogGroup6CollaborativeProfile123Small.csv;group6;119074.0;0.08501044074074057;1.0606922333333382;0.42814814814814817;44.10148148148148;0.01209132592592595;0.07820697407407451
ConvertedLogGroup6CollaborativeProfile123Small.csv;group7;119431.0;0.11307448148148103;1.1414425703703723;0.4588888888888889;44.2337037037037;0.005389662962962967;0.11779644074074141
ConvertedLogGroup6CollaborativeProfile123Small.csv;group8;85572.0;0.18158297777777946;2.1305259777777827;0.8640740740740741;31.69333333333333;0.028323422222222113;0.16969630000000013
ConvertedLogGroup6CollaborativeProfile123Small.csv;group10;116748.0;0.09301327407407384;1.1423111777777777;0.4785185185185185;43.24;0.040219137037037;0.06849915185185189
ConvertedLogGroup6CollaborativeProfile123Small.csv;group11;89814.0;0.2598012444444457;2.0903880000000097;0.8425925925925926;33.26444444444444;0.02220268148148139;0.17237627777777784
ConvertedLogGroup6CollaborativeProfile123Small.csv;group12;96613.0;0.1555055592592602;1.9999639703703835;0.8066666666666666;35.78259259259259;0.025592496296296202;0.14219201481481536
ConvertedLogGroup6MixedProfile456Large.csv;group1;389443.0;0.18468394814814754;1.7121783888888953;0.7385185185185185;144.23814814814816;0.007977585185185179;0.17619552962962887
ConvertedLogGroup6MixedProfile456Large.csv;group2;496659.0;0.1470524851851851;0.889039718518509;0.3933333333333333;183.9477777777778;0.0;0.16680380740740616
ConvertedLogGroup6MixedProfile456Large.csv;group3;320479.0;0.21862448518518535;1.9079033185185175;0.8266666666666667;118.69592592592592;0.008954225925925924;0.21863038148147954
ConvertedLogGroup6MixedProfile456Large.csv;group4;391879.0;0.24216430370370418;1.94454132222222;0.8477777777777777;145.14037037037036;0.0073539814814814735;0.2465350888888877
ConvertedLogGroup6MixedProfile456Large.csv;group5;385518.0;0.22835691481481485;1.9214222222222206;0.8351851851851851;142.78444444444443;0.008516118518518518;0.22917294814814732
ConvertedLogGroup6MixedProfile456Large.csv;group6;480255.0;0.13472605185185144;0.9760453000000066;0.43074074074074076;177.87222222222223;0.004787133333333336;0.14437451111111094
ConvertedLogGroup6MixedProfile456Large.csv;group7;466767.0;0.1591466370370365;1.0477578074074099;0.4614814814814815;172.87666666666667;6.577777777777777E-5;0.17282316666666736
ConvertedLogGroup6MixedProfile456Large.csv;group8;321997.0;0.23502352222222292;1.9577764740740724;0.8518518518518519;119.25814814814815;0.008194403703703704;0.23387475555555473
ConvertedLogGroup6MixedProfile456Large.csv;group10;422089.0;0.10005671851851884;1.1291342629629644;0.48962962962962964;156.32925925925926;0.013583637037037043;0.08341031481481477
