sep=;
Session;Time (s);Rounds;Agreement;Discounted;Approval;Min. utility;Max. utility;Distance to pareto;Distance to Nash;Social welfare;Agent name 1;Agent name 2;Agent name 3;Agent utility 1;Agent utility 2;Agent utility 31;0.151;81;Yes;No;3;0.77799;0.96229;0.00000;0.12356;2.54238;class negotiator.group1.Group1@297689788;class negotiator.group2.Group2@1782853053;class negotiator.group12.Group12@571935180;0.80210;0.96229;0.777991;0.151;81;Yes;No;3;0.77799;0.96229;0.00000;0.12356;2.54238;class negotiator.group1.Group1@297689788;class negotiator.group2.Group2@1782853053;class negotiator.group12.Group12@571935180;0.80210;0.96229;0.77799
2;0.167;114;Yes;No;3;0.62841;0.92974;0.00000;0.27814;2.33601;class negotiator.group1.Group1@377766288;class negotiator.group12.Group12@1156341884;class negotiator.group2.Group2@2058522685;0.77786;0.62841;0.92974
3;0.189;105;Yes;No;3;0.76716;0.86935;0.00000;0.11923;2.48706;class negotiator.group12.Group12@1776896125;class negotiator.group1.Group1@1385577693;class negotiator.group2.Group2@91618183;0.85054;0.76716;0.86935
4;0.187;106;Yes;No;3;0.75629;0.86880;0.07373;0.10560;2.48911;class negotiator.group12.Group12@1470250017;class negotiator.group2.Group2@1545193337;class negotiator.group1.Group1@544671788;0.86880;0.86402;0.75629
5;0.054;94;Yes;No;3;0.78854;0.95798;0.00000;0.13096;2.59016;class negotiator.group2.Group2@1723437402;class negotiator.group12.Group12@552984678;class negotiator.group1.Group1@1851742577;0.95798;0.84364;0.78854
6;0.176;100;Yes;No;3;0.68603;0.97096;0.07373;0.21725;2.47885;class negotiator.group2.Group2@492456547;class negotiator.group1.Group1@315209891;class negotiator.group12.Group12@2037964535;0.97096;0.82186;0.68603
1;0.121;81;Yes;No;3;0.77799;0.96229;0.00000;0.12356;2.54238;class negotiator.group1.Group1@1853253742;class negotiator.group2.Group2@532825706;class negotiator.group12.Group12@194832752;0.80210;0.96229;0.77799
2;0.157;117;Yes;No;3;0.78477;0.84912;0.03693;0.10603;2.45904;class negotiator.group1.Group1@875762467;class negotiator.group12.Group12@86866331;class negotiator.group2.Group2@1821028804;0.82516;0.78477;0.84912
3;0.179;113;Yes;No;3;0.76716;0.86935;0.00000;0.11923;2.48706;class negotiator.group12.Group12@371205460;class negotiator.group1.Group1@410171685;class negotiator.group2.Group2@333002925;0.85054;0.76716;0.86935
4;0.184;101;Yes;No;3;0.73606;0.94124;0.07305;0.16794;2.43223;class negotiator.group12.Group12@428862529;class negotiator.group2.Group2@937405571;class negotiator.group1.Group1@1035397405;0.73606;0.94124;0.75493
5;0.060;120;Yes;No;3;0.75610;0.92894;0.06014;0.16195;2.46919;class negotiator.group2.Group2@183779345;class negotiator.group12.Group12@697967029;class negotiator.group1.Group1@1176176489;0.92894;0.78415;0.75610
6;0.170;91;Yes;No;3;0.75610;0.92894;0.06014;0.16195;2.46919;class negotiator.group2.Group2@411279988;class negotiator.group1.Group1@1780382270;class negotiator.group12.Group12@1995158239;0.92894;0.78415;0.75610
1;0.123;81;Yes;No;3;0.77799;0.96229;0.00000;0.12356;2.54238;class negotiator.group1.Group1@1128517179;class negotiator.group2.Group2@412657149;class negotiator.group12.Group12@1304007080;0.80210;0.96229;0.77799
